45	1	1
127	2	1
115	3	1
180	3	1
140	4	1
5	5	1
45	6	1
45	7	1
45	8	1
150	9	1
140	10	1
171	10	1
180	10	1
150	11	1
153	12	1
140	13	1
150	14	1
180	15	1
153	16	1
46	17	1
45	18	1
136	19	1
140	19	1
148	19	1
171	19	2
180	19	1
56	20	1
153	21	1
45	22	1
32	23	1
138	24	1
91	25	1
180	26	1
45	27	1
93	28	1
95	29	1
7	30	1
46	30	1
89	30	1
91	30	1
72	31	1
168	32	1
32	33	1
160	33	1
6	34	1
127	35	1
93	36	1
168	36	1
153	37	1
121	38	1
45	39	1
72	40	1
21	41	1
93	42	1
87	43	1
140	44	1
142	45	1
45	46	1
23	47	1
45	47	1
64	47	1
162	48	1
168	48	1
32	49	1
45	50	1
42	51	1
60	51	1
72	51	1
87	51	1
114	51	1
135	51	1
146	51	1
151	51	1
46	52	1
153	53	1
17	54	1
78	55	1
76	56	1
180	57	1
181	57	1
32	58	1
44	59	1
31	60	1
91	61	1
90	62	1
91	63	1
87	64	1
32	65	1
53	66	1
12	67	1
45	67	1
55	67	1
168	68	1
180	68	1
6	69	1
38	70	1
79	71	1
151	72	1
6	73	1
72	74	1
93	74	1
142	74	1
153	75	1
72	76	1
168	77	1
138	78	1
135	79	1
124	80	1
115	81	1
150	82	1
153	82	1
168	83	1
30	84	1
172	85	1
3	86	1
91	87	1
140	88	1
171	88	1
180	88	1
150	89	1
32	90	1
147	91	1
64	92	1
105	93	1
122	93	1
138	93	1
141	93	1
142	93	1
153	94	1
93	95	2
113	95	1
140	95	1
171	95	2
93	96	1
96	96	1
113	96	1
125	96	1
128	96	1
140	96	2
143	96	1
180	96	1
6	97	1
45	98	1
115	99	1
45	100	1
153	101	1
153	102	1
180	103	1
6	104	1
32	105	1
143	106	1
140	107	3
168	107	1
180	107	5
181	107	2
153	108	1
168	109	1
180	109	1
46	110	1
23	111	1
150	111	1
32	112	1
126	113	1
82	114	1
168	115	1
168	116	1
72	117	1
168	117	1
181	117	1
110	118	1
119	119	1
121	119	1
142	119	1
126	120	1
153	121	1
72	122	1
180	123	1
41	124	1
45	125	4
23	126	1
81	127	1
82	128	1
72	129	1
91	129	1
124	130	1
45	131	1
58	132	1
110	132	1
143	132	1
31	133	1
71	133	1
72	133	1
87	133	1
153	133	1
23	134	1
45	134	1
64	134	1
32	135	1
140	136	1
168	136	7
87	137	1
153	138	1
32	139	1
153	140	1
82	141	1
72	142	1
78	143	1
15	144	1
21	144	1
18	145	1
68	146	1
6	147	1
141	148	1
124	149	1
168	150	1
13	151	1
140	152	1
87	153	1
95	154	1
18	155	1
46	156	1
168	157	1
10	158	1
21	158	1
41	158	1
42	158	1
126	159	1
180	160	1
87	161	1
5	162	1
6	162	2
30	162	1
89	162	1
93	162	1
138	162	1
171	162	3
175	162	1
62	163	1
87	164	1
78	165	1
93	166	1
93	167	1
169	168	1
140	169	1
93	170	1
140	170	1
56	171	1
93	172	1
180	173	1
46	174	1
89	175	1
93	175	1
153	176	1
87	177	1
17	178	1
153	179	1
140	180	1
56	181	1
23	182	1
46	182	2
57	182	1
64	182	1
153	183	1
155	183	1
31	184	3
32	184	1
89	185	1
6	186	1
169	187	1
87	188	1
45	189	1
2	190	1
168	191	2
2	192	1
5	192	1
42	192	2
50	192	1
73	192	1
80	192	1
153	193	1
127	194	1
45	195	1
18	196	1
13	197	1
113	198	1
121	198	1
138	198	1
91	199	1
89	200	1
115	201	1
56	202	1
42	203	1
153	204	1
46	205	1
100	206	1
171	207	1
45	208	1
181	209	1
16	210	1
95	211	1
18	212	1
42	213	1
91	213	1
72	214	1
140	215	1
140	216	1
91	217	1
181	218	1
171	219	1
105	220	1
115	220	1
126	220	1
140	220	2
168	220	1
153	221	1
153	222	1
127	223	1
45	224	1
171	225	1
160	226	1
32	227	1
140	228	1
162	229	1
153	230	1
42	231	2
112	232	1
32	233	1
140	234	1
100	235	1
168	236	1
45	237	1
24	238	1
32	239	1
72	240	1
66	241	1
45	242	1
180	243	2
10	244	1
91	245	1
138	246	2
93	247	1
140	247	4
32	248	1
87	249	1
153	250	1
141	251	1
136	252	1
112	253	1
78	254	1
150	254	1
162	255	1
101	256	1
150	257	1
32	258	1
93	258	2
105	258	1
115	258	3
140	258	1
171	258	4
91	259	1
45	260	1
45	261	1
57	261	1
64	261	1
66	261	1
73	261	1
181	262	1
151	263	1
13	264	1
124	265	1
127	266	1
151	267	1
72	268	1
109	269	1
180	270	1
126	271	2
168	272	1
17	273	1
18	273	1
87	274	1
91	275	1
180	276	1
45	277	2
91	278	1
93	279	1
181	280	1
45	281	1
127	282	1
72	283	2
155	283	2
151	284	1
89	285	1
32	286	1
16	287	1
32	288	1
150	289	1
153	290	1
16	291	1
3	292	1
5	292	1
7	292	1
9	292	1
34	292	1
42	292	2
51	292	1
57	292	1
71	292	1
73	292	1
80	292	1
86	292	1
64	293	1
95	294	1
42	295	1
32	296	1
136	297	1
32	298	1
32	299	1
115	300	1
96	301	1
32	302	1
77	303	1
168	304	1
46	305	1
169	306	1
135	307	1
167	307	1
6	308	1
95	309	1
153	310	1
71	311	1
83	311	2
85	311	1
91	311	2
77	312	1
110	313	3
180	313	1
150	314	1
32	315	1
91	316	1
82	317	1
126	318	1
32	319	1
169	320	1
127	321	1
42	322	2
142	323	1
141	324	1
143	324	1
168	324	1
32	325	1
153	326	1
113	327	1
125	327	1
141	327	1
180	328	1
180	329	1
38	330	1
85	330	1
91	331	1
135	332	1
56	333	1
42	334	1
95	335	2
140	335	2
171	335	2
182	335	1
181	336	1
32	337	1
11	338	1
23	339	1
45	339	1
64	339	1
13	340	1
153	341	1
153	342	1
42	343	1
124	344	1
150	345	1
73	346	1
87	347	1
5	348	1
9	348	1
42	348	1
150	349	1
23	350	1
57	350	1
64	350	1
66	350	1
72	351	1
171	352	1
138	353	1
140	353	2
45	354	1
32	355	1
93	356	1
93	357	1
100	357	2
113	357	1
141	357	2
91	358	1
127	359	1
80	360	1
87	360	1
180	361	1
140	362	1
93	363	1
58	364	1
126	364	1
46	365	1
173	366	1
93	367	1
141	367	1
77	368	1
