240	1	1
124	2	1
162	3	1
233	4	1
50	5	1
155	6	1
227	7	1
31	8	2
41	8	1
59	9	1
162	10	2
169	10	1
178	10	1
178	11	1
219	12	1
69	13	1
128	14	1
145	14	1
148	14	1
155	14	1
187	14	1
154	15	1
178	16	1
145	17	1
147	18	1
227	19	1
200	20	1
11	21	1
110	21	1
227	22	2
37	23	2
155	24	1
144	25	1
179	25	1
222	26	1
145	27	1
157	28	1
200	29	1
233	30	1
128	31	1
135	31	1
156	31	3
178	31	1
233	31	2
168	32	1
19	33	1
135	33	1
155	33	2
233	34	1
178	35	4
128	36	2
136	36	1
128	37	1
135	37	1
166	37	2
37	38	1
126	39	1
37	40	1
155	41	1
155	42	1
216	43	1
181	44	1
135	45	1
178	45	1
233	45	1
204	46	1
233	47	1
128	48	2
129	48	1
159	48	1
160	48	1
200	49	1
204	50	1
227	51	2
162	52	1
162	53	1
59	54	1
180	55	1
138	56	1
179	57	1
114	58	1
187	59	1
135	60	1
70	61	1
227	62	1
227	63	1
14	64	1
17	65	1
136	66	1
154	67	1
132	68	1
220	69	1
167	70	1
178	70	1
108	71	1
162	72	1
147	73	1
37	74	1
153	75	1
178	75	1
37	76	1
37	77	2
48	77	1
113	77	2
59	78	2
227	79	1
165	80	1
170	80	1
177	80	1
200	81	1
233	82	1
34	83	1
65	84	1
172	85	1
219	86	1
17	87	1
151	88	1
220	88	1
223	88	1
155	89	1
178	90	2
156	91	1
135	92	1
213	92	1
229	92	1
150	93	1
78	94	1
174	95	1
178	95	2
167	96	1
214	97	1
155	98	1
190	99	1
123	100	2
37	101	1
164	102	1
233	102	1
233	103	1
227	104	1
1	105	1
69	105	1
217	105	1
155	106	1
227	107	1
236	108	1
76	109	1
37	110	1
5	111	1
227	112	1
128	113	1
135	113	2
156	113	1
178	113	1
219	113	1
178	114	1
158	115	1
155	116	1
128	117	1
227	118	1
190	119	1
177	120	1
147	121	1
204	122	1
156	123	1
39	124	1
156	125	1
157	125	1
217	126	1
59	127	1
99	128	1
65	129	1
36	130	1
48	130	1
51	130	1
67	130	1
88	130	1
98	130	1
164	131	1
128	132	2
227	133	1
37	134	1
113	135	1
65	136	2
89	136	1
160	137	1
70	138	1
124	138	1
227	139	1
178	140	1
162	141	1
178	141	1
188	142	1
178	143	2
135	144	1
145	145	1
220	146	1
154	147	1
162	147	1
135	148	1
145	148	1
155	149	1
174	150	1
217	150	1
200	151	1
142	152	1
227	153	1
167	154	1
154	155	1
138	156	1
180	156	1
181	157	1
43	158	1
101	159	1
227	159	1
135	160	1
140	161	1
87	162	1
204	163	1
15	164	4
50	165	1
174	166	1
73	167	1
150	168	1
227	169	1
70	170	1
103	171	1
227	171	1
227	172	1
145	173	1
204	174	1
36	175	1
48	175	1
51	175	1
59	175	1
67	175	1
68	175	1
70	175	1
75	175	1
78	175	1
88	175	1
94	175	1
98	175	1
100	175	1
108	175	1
37	176	1
227	177	1
90	178	1
178	178	2
142	179	1
154	179	1
152	180	1
128	181	1
234	182	1
162	183	1
197	184	1
37	185	1
155	186	1
99	187	1
37	188	1
135	189	1
155	189	2
162	189	1
178	189	3
144	190	1
10	191	1
227	192	2
178	193	1
221	194	1
204	195	1
144	196	1
204	197	1
221	198	1
69	199	1
155	200	1
178	201	1
141	202	1
187	202	1
213	202	1
233	202	1
73	203	1
178	203	2
162	204	1
227	205	1
58	206	1
61	206	1
94	206	1
73	207	1
160	207	1
61	208	1
155	209	1
179	210	1
122	211	1
128	211	1
140	211	1
149	211	1
156	211	1
158	211	1
169	211	1
190	211	1
172	212	1
179	213	1
227	214	1
161	215	1
67	216	1
108	216	1
214	217	1
135	218	1
37	219	1
122	220	1
221	221	1
191	222	1
227	223	1
178	224	1
185	225	1
155	226	1
155	227	1
144	228	1
227	229	1
101	230	1
219	230	2
227	231	1
211	232	1
180	233	1
172	234	1
73	235	1
227	236	1
177	237	1
209	237	1
37	238	1
213	239	1
155	240	1
155	241	1
128	242	1
217	243	1
155	244	1
227	245	1
178	246	1
187	246	1
21	247	1
61	247	1
106	247	1
135	248	1
144	249	1
213	250	1
154	251	1
37	252	1
187	253	1
200	253	1
187	254	2
141	255	1
187	255	1
37	256	2
187	257	1
145	258	1
156	258	1
158	258	1
178	258	1
187	258	1
162	259	1
99	260	1
79	261	1
50	262	1
128	263	1
59	264	1
154	265	1
204	265	1
221	265	2
230	265	1
214	266	1
177	267	1
178	267	4
161	268	1
131	269	1
178	270	1
162	271	1
135	272	1
178	272	1
227	273	1
37	274	1
227	275	2
179	276	1
227	277	1
142	278	1
233	279	1
221	280	1
214	281	1
179	282	1
200	282	1
233	282	1
128	283	1
204	284	1
155	285	1
155	286	1
142	287	1
129	288	1
135	289	1
227	290	2
178	291	1
132	292	1
227	293	1
124	294	1
142	295	1
179	295	1
65	296	1
142	297	1
155	298	1
178	299	1
76	300	1
5	301	1
8	301	1
9	301	1
23	301	1
111	301	1
154	302	1
11	303	2
16	303	1
46	303	1
55	303	1
107	303	1
118	303	1
126	304	1
178	305	1
178	306	1
200	306	1
227	307	1
178	308	1
227	309	1
227	310	1
37	311	1
2	312	1
142	312	2
161	312	1
227	313	1
177	314	1
220	314	2
221	315	1
178	316	1
172	317	1
13	318	1
34	318	1
135	318	1
154	318	1
200	318	1
17	319	1
178	320	3
204	320	1
160	321	1
217	321	1
221	321	1
122	322	1
145	322	2
227	323	1
220	324	1
227	325	1
73	326	1
128	327	1
227	328	1
146	329	1
162	329	1
178	330	1
15	331	1
178	332	1
155	333	1
135	334	1
171	334	1
135	335	1
233	335	1
162	336	1
178	337	1
178	338	1
144	339	1
17	340	2
46	340	1
79	340	1
113	340	1
142	340	7
121	341	1
135	342	1
179	342	1
233	342	1
142	343	1
136	344	1
221	345	1
123	346	1
17	347	1
65	348	1
204	349	1
167	350	1
178	350	1
128	351	1
89	352	1
181	353	1
50	354	1
83	354	1
91	354	1
119	354	1
178	354	1
227	355	1
217	356	1
200	357	1
184	358	1
215	358	1
162	359	1
190	360	1
37	361	1
153	361	1
123	362	1
42	363	1
97	363	2
233	364	1
26	365	1
37	366	1
155	367	1
144	368	1
154	369	3
75	370	1
227	371	1
37	372	1
166	373	1
162	374	1
178	374	3
178	375	1
158	376	1
221	377	1
144	378	1
221	379	1
135	380	1
37	381	1
37	382	2
78	383	1
227	384	1
227	385	1
219	386	1
21	387	1
48	387	1
61	387	1
68	387	1
175	388	1
178	389	5
176	390	1
177	390	1
200	390	1
37	391	1
122	392	1
227	393	1
113	394	1
156	395	1
233	395	1
37	396	1
155	396	1
156	396	1
195	396	1
219	396	2
178	397	1
155	398	1
122	399	1
155	400	1
233	401	1
128	402	1
122	403	1
135	403	1
145	403	1
177	403	1
124	404	1
154	405	1
163	406	1
155	407	1
17	408	1
227	409	1
78	410	1
94	410	1
124	411	1
162	412	2
178	412	2
200	412	1
220	412	1
178	413	1
219	414	1
132	415	1
37	416	1
162	417	1
89	418	1
233	419	1
227	420	1
204	421	1
162	422	1
65	423	1
89	423	1
187	424	1
208	424	1
141	425	1
215	425	1
178	426	1
179	426	1
178	427	1
42	428	1
97	428	1
190	429	1
145	430	1
156	431	1
227	432	1
123	433	1
227	433	1
36	434	1
48	434	1
51	434	1
94	434	1
17	435	1
124	436	1
36	437	1
48	437	1
51	437	1
59	437	1
70	437	1
75	437	1
88	437	1
89	437	1
94	437	1
98	437	1
37	438	1
227	439	1
149	440	1
166	441	1
37	442	1
178	443	1
78	444	1
108	444	1
178	445	1
155	446	1
50	447	1
233	448	1
135	449	1
141	450	1
227	451	1
180	452	1
221	452	1
227	453	1
155	454	1
155	455	1
227	456	1
69	457	1
132	458	1
227	459	1
177	460	1
187	460	1
126	461	1
129	461	1
167	462	1
219	462	1
128	463	1
233	464	1
135	465	1
178	465	1
37	466	1
162	467	1
219	467	1
57	468	1
213	468	1
145	469	1
142	470	1
154	470	1
227	471	1
227	472	1
227	473	2
145	474	1
149	474	1
178	474	1
195	474	1
135	475	1
233	475	2
106	476	2
227	477	1
13	478	1
203	478	1
141	479	1
148	480	1
178	481	1
101	482	1
168	482	1
147	483	1
227	484	1
40	485	1
70	485	1
221	486	1
68	487	1
155	488	1
178	488	1
174	489	1
149	490	1
227	491	1
155	492	1
227	493	1
178	494	2
159	495	1
227	496	1
154	497	1
164	498	1
89	499	1
124	500	1
167	501	1
144	502	1
162	503	1
178	503	1
155	504	1
227	505	1
177	506	1
221	506	1
240	507	1
204	508	1
161	509	1
128	510	1
227	511	1
68	512	1
144	513	1
134	514	1
178	515	2
221	516	1
162	517	1
128	518	1
154	519	1
135	520	1
124	521	1
37	522	1
76	523	1
50	524	1
123	525	1
128	526	1
178	527	2
227	528	5
233	529	1
162	530	1
